_source_roi_tag	roi_set	roi	condition	variant	subject	mean_remembered	mean_forgotten	delta	n_subjects	mean_delta	std_delta	t	p	q_bh
meta_metaphor	meta_metaphor	meta_L_AG	yy	run3_to_retrieval	sub-18	-0.007803993685789318	0.06904123945824239	-0.07684523314403172	25	0.018874315489075703	0.12601118922667245	0.7489142672530473	0.4611863923148226	0.8514496597944902
meta_metaphor	meta_metaphor	meta_L_AG	yy	run3_to_retrieval	sub-19	0.21132972867406646	0.21240755664491157	-0.0010778279708451022	25	0.018874315489075703	0.12601118922667245	0.7489142672530473	0.4611863923148226	0.8514496597944902
meta_metaphor	meta_metaphor	meta_L_AG	yy	run3_to_retrieval	sub-20	0.1300044257918779	0.050337772004346554	0.07966665378753135	25	0.018874315489075703	0.12601118922667245	0.7489142672530473	0.4611863923148226	0.8514496597944902
meta_metaphor	meta_metaphor	meta_L_AG	yy	run3_to_retrieval	sub-21	0.10890982041246947	0.06202573926641442	0.046884081146055044	25	0.018874315489075703	0.12601118922667245	0.7489142672530473	0.4611863923148226	0.8514496597944902
meta_metaphor	meta_metaphor	meta_L_AG	yy	run3_to_retrieval	sub-22	0.33247744503836096	0.17769490872965873	0.15478253630870223	25	0.018874315489075703	0.12601118922667245	0.7489142672530473	0.4611863923148226	0.8514496597944902
meta_metaphor	meta_metaphor	meta_L_AG	yy	run3_to_retrieval	sub-24	0.08414965496404167	-0.057650649794676614	0.1418003047587183	25	0.018874315489075703	0.12601118922667245	0.7489142672530473	0.4611863923148226	0.8514496597944902
meta_metaphor	meta_metaphor	meta_L_AG	yy	run3_to_retrieval	sub-25	-0.005191567037717911	-0.23168862771435164	0.22649706067663372	25	0.018874315489075703	0.12601118922667245	0.7489142672530473	0.4611863923148226	0.8514496597944902
meta_metaphor	meta_metaphor	meta_L_AG	yy	run3_to_retrieval	sub-26	0.19557985881938705	0.22532412539969138	-0.029744266580304324	25	0.018874315489075703	0.12601118922667245	0.7489142672530473	0.4611863923148226	0.8514496597944902
meta_metaphor	meta_metaphor	meta_L_AG	yy	run3_to_retrieval	sub-27	-0.029147719269297608	-0.03129181997225376	0.0021441007029561546	25	0.018874315489075703	0.12601118922667245	0.7489142672530473	0.4611863923148226	0.8514496597944902
meta_metaphor	meta_metaphor	meta_L_AG	yy	run3_to_retrieval	sub-28	0.18092088770083709	0.21547373680066226	-0.03455284909982517	25	0.018874315489075703	0.12601118922667245	0.7489142672530473	0.4611863923148226	0.8514496597944902
meta_metaphor	meta_metaphor	meta_L_AG	yy	run4_to_retrieval	sub-01	0.13104719295116454	-0.1022664659568548	0.23331365890801936	25	0.02491288696776644	0.16617128327013755	0.7496146890575137	0.4607721501776487	0.8514496597944902
meta_metaphor	meta_metaphor	meta_L_AG	yy	run4_to_retrieval	sub-02	0.4775365497702819	0.3679469756410362	0.10958957412924575	25	0.02491288696776644	0.16617128327013755	0.7496146890575137	0.4607721501776487	0.8514496597944902
meta_metaphor	meta_metaphor	meta_L_AG	yy	run4_to_retrieval	sub-03	0.24255983806530898	0.1539317036154269	0.08862813444988207	25	0.02491288696776644	0.16617128327013755	0.7496146890575137	0.4607721501776487	0.8514496597944902
meta_metaphor	meta_metaphor	meta_L_AG	yy	run4_to_retrieval	sub-04	-0.1010174450878818	-0.030880989064595576	-0.07013645602328622	25	0.02491288696776644	0.16617128327013755	0.7496146890575137	0.4607721501776487	0.8514496597944902
meta_metaphor	meta_metaphor	meta_L_AG	yy	run4_to_retrieval	sub-05	0.09415041874165248	-0.15957960116262224	0.2537300199042747	25	0.02491288696776644	0.16617128327013755	0.7496146890575137	0.4607721501776487	0.8514496597944902
meta_metaphor	meta_metaphor	meta_L_AG	yy	run4_to_retrieval	sub-06	0.22631889893612897	0.0709772682990868	0.15534163063704218	25	0.02491288696776644	0.16617128327013755	0.7496146890575137	0.4607721501776487	0.8514496597944902
meta_metaphor	meta_metaphor	meta_L_AG	yy	run4_to_retrieval	sub-07	-0.08758244629374522	0.24533954087225215	-0.33292198716599736	25	0.02491288696776644	0.16617128327013755	0.7496146890575137	0.4607721501776487	0.8514496597944902
meta_metaphor	meta_metaphor	meta_L_AG	yy	run4_to_retrieval	sub-08	0.010517820903075634	0.039130084002291926	-0.028612263099216294	25	0.02491288696776644	0.16617128327013755	0.7496146890575137	0.4607721501776487	0.8514496597944902
meta_metaphor	meta_metaphor	meta_L_AG	yy	run4_to_retrieval	sub-09	0.23411308131209138	0.15935158402389812	0.07476149728819326	25	0.02491288696776644	0.16617128327013755	0.7496146890575137	0.4607721501776487	0.8514496597944902
meta_metaphor	meta_metaphor	meta_L_AG	yy	run4_to_retrieval	sub-10	-0.00199764368895499	-0.0694223914342177	0.06742474774526272	25	0.02491288696776644	0.16617128327013755	0.7496146890575137	0.4607721501776487	0.8514496597944902
meta_metaphor	meta_metaphor	meta_L_AG	yy	run4_to_retrieval	sub-11	0.25950969031731197			25	0.02491288696776644	0.16617128327013755	0.7496146890575137	0.4607721501776487	0.8514496597944902
meta_metaphor	meta_metaphor	meta_L_AG	yy	run4_to_retrieval	sub-13	0.21803309896681122	-0.005289175512894474	0.2233222744797057	25	0.02491288696776644	0.16617128327013755	0.7496146890575137	0.4607721501776487	0.8514496597944902
meta_metaphor	meta_metaphor	meta_L_AG	yy	run4_to_retrieval	sub-14	0.09370135493840924	0.31809719408097736	-0.2243958391425681	25	0.02491288696776644	0.16617128327013755	0.7496146890575137	0.4607721501776487	0.8514496597944902
meta_metaphor	meta_metaphor	meta_L_AG	yy	run4_to_retrieval	sub-15	0.32448468735179115	0.0566947161465766	0.2677899712052145	25	0.02491288696776644	0.16617128327013755	0.7496146890575137	0.4607721501776487	0.8514496597944902
meta_metaphor	meta_metaphor	meta_L_AG	yy	run4_to_retrieval	sub-16	0.043558006417543614	0.08939709306535579	-0.04583908664781217	25	0.02491288696776644	0.16617128327013755	0.7496146890575137	0.4607721501776487	0.8514496597944902
meta_metaphor	meta_metaphor	meta_L_AG	yy	run4_to_retrieval	sub-17	-0.025805713897511278	0.25767184177338914	-0.28347755567090044	25	0.02491288696776644	0.16617128327013755	0.7496146890575137	0.4607721501776487	0.8514496597944902
meta_metaphor	meta_metaphor	meta_L_AG	yy	run4_to_retrieval	sub-18	-0.03364360119123718	0.18113303732836133	-0.21477663851959852	25	0.02491288696776644	0.16617128327013755	0.7496146890575137	0.4607721501776487	0.8514496597944902
meta_metaphor	meta_metaphor	meta_L_AG	yy	run4_to_retrieval	sub-19	0.07351576069284715	0.1299210164573923	-0.05640525576454514	25	0.02491288696776644	0.16617128327013755	0.7496146890575137	0.4607721501776487	0.8514496597944902
meta_metaphor	meta_metaphor	meta_L_AG	yy	run4_to_retrieval	sub-20	0.24458651749866925	0.0861269925992809	0.15845952489938836	25	0.02491288696776644	0.16617128327013755	0.7496146890575137	0.4607721501776487	0.8514496597944902
meta_metaphor	meta_metaphor	meta_L_AG	yy	run4_to_retrieval	sub-21	0.15185785471410948	0.19263261344097643	-0.04077475872686695	25	0.02491288696776644	0.16617128327013755	0.7496146890575137	0.4607721501776487	0.8514496597944902
meta_metaphor	meta_metaphor	meta_L_AG	yy	run4_to_retrieval	sub-22	0.14875231371054196	0.00652094192225375	0.1422313717882882	25	0.02491288696776644	0.16617128327013755	0.7496146890575137	0.4607721501776487	0.8514496597944902
meta_metaphor	meta_metaphor	meta_L_AG	yy	run4_to_retrieval	sub-24	-0.028251858605392408	-0.10705015755881742	0.07879829895342501	25	0.02491288696776644	0.16617128327013755	0.7496146890575137	0.4607721501776487	0.8514496597944902
meta_metaphor	meta_metaphor	meta_L_AG	yy	run4_to_retrieval	sub-25	-0.0024882797662738316	0.04007202544519828	-0.04256030521147211	25	0.02491288696776644	0.16617128327013755	0.7496146890575137	0.4607721501776487	0.8514496597944902
meta_metaphor	meta_metaphor	meta_L_AG	yy	run4_to_retrieval	sub-26	0.003924715687239422	0.0898432810659703	-0.08591856537873087	25	0.02491288696776644	0.16617128327013755	0.7496146890575137	0.4607721501776487	0.8514496597944902
meta_metaphor	meta_metaphor	meta_L_AG	yy	run4_to_retrieval	sub-27	0.10659615187498428	-0.033045660892882564	0.13964181276786686	25	0.02491288696776644	0.16617128327013755	0.7496146890575137	0.4607721501776487	0.8514496597944902
meta_metaphor	meta_metaphor	meta_L_AG	yy	run4_to_retrieval	sub-28	0.17532556965335275	0.11971720126400616	0.05560836838934659	25	0.02491288696776644	0.16617128327013755	0.7496146890575137	0.4607721501776487	0.8514496597944902
meta_metaphor	meta_metaphor	meta_L_AG	yy	max_run_to_retrieval	sub-01	0.31030903005135074	0.21459064740824071	0.09571838264311003	25	0.03169728049289472	0.10509390097157148	1.5080456715308828	0.14459498391020933	0.8514496597944902
meta_metaphor	meta_metaphor	meta_L_AG	yy	max_run_to_retrieval	sub-02	0.5625773499006435	0.502323605444306	0.060253744456337466	25	0.03169728049289472	0.10509390097157148	1.5080456715308828	0.14459498391020933	0.8514496597944902
meta_metaphor	meta_metaphor	meta_L_AG	yy	max_run_to_retrieval	sub-03	0.34271968491693383	0.2657682674417266	0.07695141747520723	25	0.03169728049289472	0.10509390097157148	1.5080456715308828	0.14459498391020933	0.8514496597944902
