analysis_type	module	roi_set	roi	metric	phase_a	phase_b	n	mean_a	mean_b	mean_diff	t	p	cohens_dz	q_bh_within_roi_set
paired_t	combined_compatibility	meta_spatial	meta_R_PPC_SPL	between_minus_within	post	pre	28.0	0.0007282209825126959	-0.002316901524263698	0.0030451225067763942	2.6923195704666636	0.012037106889525712	0.5088005738119308	0.16049475852700948
paired_t	combined_compatibility	meta_spatial	meta_R_PPC_SPL	between_minus_within	retrieval	pre	26.0	0.0001817186018178707	-0.0024236291322468416	0.0026053477340647123	2.4244269132194822	0.02289534253255182	0.4754692361456023	0.18438918765032314
paired_t	combined_compatibility	meta_spatial	meta_R_PPC_SPL	between_minus_within	retrieval	post	26.0	0.0001817186018178707	0.0006269241609452986	-0.0004452055591274279	-0.337193065334723	0.7387859672629277	-0.06612900076884305	0.9789703095624567
paired_t	combined_compatibility	meta_spatial	meta_R_RSC_PCC	between_minus_within	run4	run3	28.0	0.007101982459622341	0.012258223185836567	-0.005156240726214226	-0.9478212995572802	0.3516271428484312	-0.1791213889970441	0.6792214479650931
paired_t	combined_compatibility	meta_spatial	meta_R_RSC_PCC	between_minus_within	post	pre	28.0	-0.0017060687304887776	-0.0017844421035626556	7.837337307387807e-05	0.043114759374837226	0.965927328370763	0.008147923653014996	0.9876879587904766
paired_t	combined_compatibility	meta_spatial	meta_R_RSC_PCC	between_minus_within	retrieval	pre	26.0	0.00170897986236188	-0.0014420206287188088	0.003151000491080689	1.986942499965638	0.05799160089761243	0.3896714838350623	0.33138057655778536
paired_t	combined_compatibility	meta_spatial	meta_R_RSC_PCC	between_minus_within	retrieval	post	26.0	0.00170897986236188	-0.0014703739411137757	0.003179353803475656	1.3716630392729732	0.18235413420302704	0.2690052539741107	0.5610896437016216
paired_t	combined_compatibility	meta_spatial	meta_R_hippocampus	between_minus_within	run4	run3	28.0	-9.438041984496144e-05	-0.00013127225139689114	3.68918315519297e-05	0.015575017198544665	0.9876879587904766	0.0029434015837787922	0.9876879587904766
paired_t	combined_compatibility	meta_spatial	meta_R_hippocampus	between_minus_within	post	pre	28.0	-0.0007874396949347416	-0.0021839590395332587	0.001396519344598517	1.2729721339556161	0.21388008771568914	0.24056912088298285	0.5827457740735433
paired_t	combined_compatibility	meta_spatial	meta_R_hippocampus	between_minus_within	retrieval	pre	26.0	-0.0013601927005760794	-0.00255208002059956	0.0011918873200234804	1.6462702031602043	0.11222349628103016	0.3228601496369323	0.4987710945823563
paired_t	combined_compatibility	meta_spatial	meta_R_hippocampus	between_minus_within	retrieval	post	26.0	-0.0013601927005760794	-0.0014917676867259738	0.00013157498614989435	0.0912388960635005	0.9280299065579355	0.01789341967024819	0.9803082324919236
paired_t	combined_compatibility	meta_spatial	meta_R_precuneus	between_minus_within	run4	run3	28.0	0.0052452274112661235	0.0024492008527749426	0.002796026558491181	0.7765476804409202	0.4441758264433525	0.1467537174021951	0.710721500297937
paired_t	combined_compatibility	meta_spatial	meta_R_precuneus	between_minus_within	post	pre	28.0	-0.0012163351272433834	-0.002625349066141306	0.0014090139388979225	0.9048052799751727	0.3735717963808012	0.1709921254108912	0.6792214479650931
paired_t	combined_compatibility	meta_spatial	meta_R_precuneus	between_minus_within	retrieval	pre	26.0	-0.0004028179759307035	-0.0026822983406012326	0.002279480364670529	1.584227006723986	0.1257117570898477	0.31069247774024206	0.5028470283593908
paired_t	combined_compatibility	meta_spatial	meta_R_precuneus	between_minus_within	retrieval	post	26.0	-0.0004028179759307035	-0.0009895523427806503	0.0005867343668499468	0.40627290112023984	0.6879989047242536	0.07967667117907903	0.9489640065162119
