subject	roi_set	roi	condition	condition_label	pair_id	word_label	variant	ers	memory	action_time	n_run3_trials	n_run4_trials	n_retrieval_trials
sub-01	meta_metaphor	meta_L_IFG	yy	YY	27	yyw_32	max_run_to_retrieval	0.3711720970074635	1.0	667.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	28	yyw_33	run3_to_retrieval	-0.13908995924053572	1.0	729.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	28	yyw_33	run4_to_retrieval	0.1888803758175826	1.0	729.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	28	yyw_33	max_run_to_retrieval	0.1888803758175826	1.0	729.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	29	yyw_7	run3_to_retrieval	-0.17537701411573686	1.0	605.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	29	yyw_7	run4_to_retrieval	-0.14331233838076743	1.0	605.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	29	yyw_7	max_run_to_retrieval	-0.14331233838076743	1.0	605.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	3	yyw_3	run3_to_retrieval	-0.18560714918839444	1.0	588.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	3	yyw_3	run4_to_retrieval	0.025917091494572875	1.0	588.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	3	yyw_3	max_run_to_retrieval	0.025917091494572875	1.0	588.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	32	yyw_37	run3_to_retrieval	0.24549422946240534	0.0	1118.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	32	yyw_37	run4_to_retrieval	0.02351676216389363	0.0	1118.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	32	yyw_37	max_run_to_retrieval	0.24549422946240534	0.0	1118.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	33	yyw_38	run3_to_retrieval	0.16674404432076242	1.0	625.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	33	yyw_38	run4_to_retrieval	0.17799861823374938	1.0	625.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	33	yyw_38	max_run_to_retrieval	0.17799861823374938	1.0	625.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	35	yyw_40	run3_to_retrieval	0.11785972814050219	1.0	634.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	35	yyw_40	run4_to_retrieval	0.3574383682402371	1.0	634.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	35	yyw_40	max_run_to_retrieval	0.3574383682402371	1.0	634.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	4	yyw_4	run3_to_retrieval	0.06688241603087239	1.0	713.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	4	yyw_4	run4_to_retrieval	0.21544635152492864	1.0	713.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	4	yyw_4	max_run_to_retrieval	0.21544635152492864	1.0	713.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	5	yyw_5	run3_to_retrieval	-0.2490005222254038	0.0	642.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	5	yyw_5	run4_to_retrieval	0.014750606083907982	0.0	642.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	5	yyw_5	max_run_to_retrieval	0.014750606083907982	0.0	642.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	6	yyw_6	run3_to_retrieval	0.4294017051881258	1.0	675.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	6	yyw_6	run4_to_retrieval	-0.0029952125975010106	1.0	675.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	6	yyw_6	max_run_to_retrieval	0.4294017051881258	1.0	675.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	7	yyw_8	run3_to_retrieval	0.033093421935730234	1.0	605.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	7	yyw_8	run4_to_retrieval	-0.1733801570236308	1.0	605.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	7	yyw_8	max_run_to_retrieval	0.033093421935730234	1.0	605.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	8	yyw_9	run3_to_retrieval	0.2809373017729913	1.0	1161.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	8	yyw_9	run4_to_retrieval	0.3652061309300012	1.0	1161.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	8	yyw_9	max_run_to_retrieval	0.3652061309300012	1.0	1161.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	9	yyw_10	run3_to_retrieval	-0.08683119879025997	1.0	621.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	9	yyw_10	run4_to_retrieval	-0.14719732243148664	1.0	621.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	yy	YY	9	yyw_10	max_run_to_retrieval	-0.08683119879025997	1.0	621.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	kj	KJ	36	kjw_1	run3_to_retrieval	-0.22011990151194408	0.0	1211.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	kj	KJ	36	kjw_1	run4_to_retrieval	0.3318070638399496	0.0	1211.0	1	1	2
sub-01	meta_metaphor	meta_L_IFG	kj	KJ	36	kjw_1	max_run_to_retrieval	0.3318070638399496	0.0	1211.0	1	1	2
